ID, Beans, Bread, Cerel,ChdBby, Chips,  Corn,  Eggs,  Fish, Fruit,  Meat,  Milk,Pepper,  Rice, Salza, Sauce,  Soda,Tomato,Tortya,Vegges,YogChs
447,     3,     8,     7,     3,     5,     1,     8,     2,     6,     7,     7,     4,     7,     1,     1,     0,     1,     1,     7,     3
448,     6,     5,     7,     5,     8,     5,     1,     1,     6,     6,     6,     7,     5,     8,     1,     1,     5,     8,     7,     6
449,     2,     3,    10,     5,     9,     0,     6,     1,     3,     7,     0,     2,     1,     1,     2,     9,     3,     1,     3,     1
450,     1,     6,     8,     3,     2,     0,     7,     1,     5,     8,     7,     6,     8,     0,     1,     0,     2,     0,     8,     6
451,     2,     2,     4,     6,     0,     1,     7,     7,     5,     7,     3,     0,     9,     1,     2,     3,     2,     3,     5,     2
452,     6,     1,     1,     1,     2,     3,     4,     0,     9,     8,     1,     5,     7,     3,     2,     2,     8,     9,     9,     9
453,     4,     3,     7,     5,     2,     0,     8,     7,     6,     5,     6,     0,     9,     0,     2,     1,     2,     0,     8,     3
454,     9,     5,     5,     4,     2,     2,     2,     0,     4,     2,     1,     1,     5,     2,     9,     3,     1,     1,     7,     3
455,     7,     3,     8,     5,     8,     5,     7,     1,     8,     5,     7,     6,     6,     9,     0,     0,     4,     8,     7,     9
456,     2,     5,     2,     6,     1,     2,     9,     9,     3,     6,     5,     0,     7,     3,     2,     1,     4,     3,     6,     2
457,     2,     2,     7,     7,     3,     0,     7,     5,     6,     5,     3,     4,     7,     0,     2,     2,     3,     1,     5,     3
458,     3,     4,     5,     7,     9,     0,     5,     2,     4,     8,     3,     4,     1,     1,     1,     6,     0,     3,     1,     2
459,     1,     4,     7,     5,     9,     1,     5,     2,     1,     6,     3,     2,     2,     2,     0,    10,     4,     3,     4,     2
460,     8,     2,     5,     4,     0,     0,     1,     2,     5,     2,     1,     1,     8,     3,    10,     1,     1,     2,     5,     4
461,     2,     3,     7,     3,    10,     0,     6,     2,     3,     5,     1,     3,     1,     0,     1,     7,     4,     1,     1,     1
462,     4,     5,     9,     5,     3,     0,     6,     2,     4,     6,     8,     4,    10,     1,     1,     2,     3,     1,     9,     4
463,     0,     7,     7,     2,     6,     0,     6,     2,     4,     7,     8,     4,    10,     1,     0,     2,     0,     0,     9,     5
464,     6,     2,     0,     7,     4,     6,     5,     1,     8,    10,     2,     6,     9,     1,     2,     1,     8,     8,     9,     8
465,     5,     3,     1,     4,     3,     4,     2,     1,     8,     9,     3,     9,     9,     1,     0,     3,     8,     7,     9,    10
466,     3,     2,     1,     6,     3,     5,     3,     1,     9,     6,     3,     6,     9,     3,     0,     1,     4,     6,    10,    10
467,     8,     1,     8,     6,     9,     5,     5,     0,     6,     6,     6,     8,     7,     8,     0,     0,     3,     8,    10,     4
468,     0,     3,     8,     4,     5,     0,     6,     2,     3,     6,     4,     3,     2,     4,     1,     9,     3,     1,     2,     2
469,     2,     4,     7,     5,     9,     0,     3,     2,     5,     8,     2,     1,     2,     3,     0,     6,     2,     2,     0,     1
470,     1,     4,     7,     7,     7,     2,     3,     2,     3,     8,     4,     2,     2,     4,     1,     9,     3,     4,     3,     0
471,     3,     4,     4,     5,     2,     2,     8,     9,     2,     8,     2,     0,     8,     2,     0,     0,     2,     0,     8,     3
472,     6,     1,     2,     5,     0,     3,     5,     2,     9,     6,     2,     5,     9,     3,     0,     0,     9,     6,     9,     9
473,     1,     4,     6,     8,     4,     0,     7,    10,     4,     6,     7,     0,     7,     0,     3,     0,     2,     2,     8,     2
474,     2,     4,     7,     5,     8,     0,     5,     1,     3,     7,     1,     4,     1,     0,     0,     9,     2,     2,     1,     1
475,     8,     3,     7,     3,     0,     0,     1,     2,     6,     1,     2,     0,     8,     4,     5,     0,     0,     1,     7,     4
476,     1,     4,     6,     3,     1,     0,     6,     9,     6,     6,     2,     1,     9,     0,     1,     0,     2,     2,     6,     2
477,     1,     1,     4,     6,     1,     0,     7,     7,     5,     5,     3,     0,     9,     2,     0,     0,     1,     1,     7,     1
478,     7,     7,     5,     7,     9,     6,     4,     3,     8,     3,     8,     9,     8,    10,     2,     1,     4,     7,     7,     4
479,     3,     4,     7,     3,     8,     0,     6,     3,     1,     7,     2,     3,     0,     1,     1,     7,     2,     2,     1,     2
480,     5,     1,     0,     5,     2,     7,     5,     2,    10,     9,     4,     3,     7,     0,     1,     1,     8,     7,     9,     8
481,     5,     3,     6,     4,     2,     0,     7,     7,     3,     6,     7,     1,    10,     0,     0,     1,     4,     1,     5,     0
482,     5,     4,     9,     5,     3,     0,     6,     2,     5,     7,     9,     6,     8,     0,     1,     1,     1,     0,     9,     6
483,     9,     2,     7,     4,    10,     6,     3,     1,    10,     3,     5,     8,     6,     7,     0,     0,     4,     9,     9,     8
484,     2,     5,     5,     6,     3,     0,    10,     8,     2,     7,     4,     0,     9,     2,     0,     2,     2,     1,    10,     4
485,     2,     4,     9,     6,     9,     1,     4,     3,     1,     8,     3,     2,     0,     2,     1,     5,     2,     3,     0,     2
486,     2,     2,     2,     6,     2,     4,     6,     0,     7,     4,     2,     6,     9,     0,     0,     1,     8,     7,     9,     9
487,     8,     6,     6,     5,     9,     5,     9,     0,     6,     4,     6,     9,     7,     8,     0,     0,     4,     8,     5,     7
488,     1,     0,     5,     2,     2,     1,     6,     8,     6,     7,     6,     1,     9,     4,     0,     1,     3,     2,     9,     0
489,     6,     2,     3,     3,     3,     4,     5,     3,     9,     8,     1,     5,     8,     1,     3,     1,     5,     6,     8,     8
490,     2,     1,     0,     8,     2,     6,     5,     2,     9,     8,     1,     3,    10,     1,     0,     2,     6,     6,    10,     9
491,     5,     9,    10,     7,     1,     1,     4,     1,     4,     7,     8,     4,     8,     1,     0,     0,     2,     1,     9,     7
492,     7,     1,     0,     6,     2,     7,     8,     1,    10,     7,     1,     6,     6,     2,     1,     0,     5,     6,    10,     9
493,     8,     4,     3,     8,     0,     1,     0,     2,     5,     0,     2,     0,     6,     2,     8,     0,     3,     1,     6,     9
494,     5,     1,     1,     2,     2,     3,     6,     2,     7,     9,     2,     7,     9,     3,     0,     2,     6,     6,    10,     9
495,     1,     4,     6,     5,     1,     1,     7,     8,     6,     8,     6,     1,     9,     0,     1,     1,     2,     1,     9,     2
496,     1,     2,     5,     7,     2,     0,     7,     8,     6,     5,     4,     1,     9,     1,     1,     0,     2,     1,     7,     2
497,    10,     5,     9,     4,     8,     5,     5,     3,     6,     5,     6,     5,     7,     6,     0,     0,     9,     9,     7,     5
498,     8,     3,     8,     6,     7,     5,     6,     1,     3,     3,     7,    10,     5,     6,     2,     0,     4,     7,     9,     8
499,     2,     5,     5,     1,     2,     1,     9,    10,     4,     5,     4,     0,     8,     2,     1,     2,     4,     1,     6,     1
500,     9,     7,    10,     5,     9,     7,     3,     2,     5,     2,     8,     9,     7,     8,     1,     1,     5,    10,     5,     6
501,     5,     8,     7,     8,     6,     0,     5,     2,     2,     7,     8,     7,     7,     3,     1,     0,     1,     1,     5,     7
502,     1,     3,     8,     7,     7,     0,     8,     3,     3,     6,     1,     3,     0,     3,     1,    10,     4,     0,     1,     1
503,     2,     5,     6,     6,     2,     1,     8,    10,    10,     8,     5,     3,     6,     0,     1,     0,     3,     0,     8,     2
504,     3,     3,     7,     1,     2,     2,     9,     9,     4,     3,     5,     1,     9,     1,     1,     1,     3,     0,     6,     3
505,     5,     0,     2,     5,     3,     4,     6,     2,     9,     9,     2,     5,     7,     2,     0,     1,    10,     8,     9,     9
506,     8,     2,     5,     3,     1,     1,     1,     1,     4,     2,     1,     0,    10,     0,    10,     2,     1,     1,     7,     4
507,     1,     5,     7,     4,     3,     0,     2,     2,     5,     8,     8,     5,     7,     0,     0,     0,     1,     2,     8,     4
508,     2,     5,     5,     6,     2,     0,     8,     9,     6,     6,     7,     0,     9,     0,     0,     1,     4,     1,     6,     2
509,     2,     8,     9,     3,     3,     2,     4,     6,     6,     5,     6,     6,     8,     2,     1,     3,     1,     0,     8,     5
510,     7,     4,     5,     5,     7,     3,     6,     3,     5,     2,     6,    10,     7,     8,     1,     2,     5,    10,     6,     4
511,     9,     3,     8,     8,     2,     0,     2,     0,     6,     0,     3,     0,     9,     2,    10,     1,     0,     0,     4,     7
512,     2,     2,     5,     2,     1,     1,     9,     8,     1,     7,     6,     1,     7,     1,     0,     0,     3,     2,     7,     4
513,     2,     2,     6,     5,     1,     1,     6,     9,     8,     6,     6,     0,     9,     0,     0,     0,     3,     0,     6,     1
514,     3,     3,     6,     7,     5,     0,     9,     8,     4,     8,     3,     1,     8,     1,     1,     1,     2,     1,     5,     2
515,     1,     4,     5,     6,     0,     1,     7,     7,     3,     6,     5,     0,     9,     1,     2,     0,     4,     1,     8,     2
516,     1,     3,     6,     5,     5,     0,     5,     0,     4,     8,     1,     0,     2,     1,     1,     7,     0,     4,     4,     1
517,     1,     5,     9,     7,     3,     2,     7,     1,     4,     8,     6,     5,     8,     1,     1,     2,     1,     1,     6,     4
518,     4,     0,     1,     5,     2,     7,     4,     1,     9,    10,     1,     5,    10,     1,     1,     1,     8,     7,    10,     8
519,     1,     8,     5,     4,     3,     0,     4,     1,     6,     6,     9,     6,    10,     2,     0,     2,     1,     1,     7,     5
520,     0,     7,     9,     3,     4,     1,     5,     2,     5,     6,     5,     1,     9,     2,     1,     0,     2,     2,     7,     8
521,     4,     3,     4,     5,     9,     0,     4,     1,     6,     8,     1,     2,     2,     1,     0,     7,     2,     2,     2,     0
522,     6,     6,     5,     1,     9,     8,     5,     1,     2,     3,     7,     8,     7,     8,     2,     0,     6,     9,     9,     6
523,     9,     4,     8,     6,     1,     2,     3,     2,     5,     0,     1,     1,     5,     3,     6,     0,     0,     0,     8,     7
524,     1,     6,     9,     7,     4,     1,     7,     5,     6,     3,     3,     1,     8,     0,     2,     0,     2,     0,     4,     1
525,     3,     6,     7,     5,     5,     1,     4,     0,     4,     6,    10,     5,     9,     2,     1,     2,     0,     1,     6,     4
526,     6,     2,     7,     6,     0,     0,     1,     0,     4,     1,     1,     1,     9,     1,     9,     1,     1,     0,     5,     5
527,     1,     3,     4,     6,     2,     1,     6,     6,     6,     8,     5,     1,     9,     0,     1,     0,     2,     0,     6,     2
528,     6,     0,     1,     4,     1,     5,     6,     2,     6,     6,     0,     3,     8,     3,     0,     0,     5,     8,     8,     8
529,     2,     4,     6,     3,    10,     1,     5,     1,     4,     8,     1,     0,     1,     0,     0,     7,     1,     4,     0,     1
530,     9,     5,    10,     5,     6,     6,     5,     1,     4,     4,     7,     7,     8,     9,     2,     0,     5,     7,     7,     5
531,     7,     8,     8,     1,     7,     7,     6,     2,     4,     4,     5,     9,     9,     9,     2,     0,     6,     8,     7,     9
532,     4,     9,     9,     5,     3,     1,     5,     3,     4,     9,     7,     4,     8,     1,     0,     1,     1,     2,     8,     6
533,     2,     2,     7,     5,     2,     2,     9,    10,     6,     9,     5,     3,     6,     1,     1,     0,     2,     0,     9,     2
534,     9,     6,     8,     6,     9,     9,     3,     3,     5,     5,     6,    10,     9,     9,     1,     0,     5,     8,     7,     7
535,     5,     5,     7,     8,     9,     6,     3,     1,     5,     5,     5,     7,     6,     6,     1,     0,     7,     8,     7,     8
536,     7,     2,     0,     2,     2,     5,     4,     4,     9,     6,     1,     7,     8,     2,     1,     3,     5,     7,    10,    10
537,     3,     6,     7,     4,     2,     3,     6,     0,     5,     8,     6,     5,     8,     0,     0,     1,     2,     1,     7,     7
538,     8,     3,     7,     5,     0,     0,     0,     0,     7,     2,     1,     1,     8,     2,     7,     1,     0,     0,     8,     7
539,     9,     3,     6,     7,     1,     0,     2,     1,     8,     0,     3,     1,     8,     2,     7,     0,     3,     1,     4,     6
540,     9,     2,     5,     6,     9,     3,     4,     4,     6,     5,     8,     9,     4,     9,     0,     0,     5,     7,     9,     6
541,     9,     5,     8,     6,     9,     5,     5,     1,     5,     5,     7,     8,     7,     7,     2,     0,     5,     9,     9,     5
542,     4,     1,     1,     4,     4,     7,     4,     0,     8,     8,     5,     6,    10,     2,     0,     1,     4,     7,     9,     7
543,     8,     5,     5,     5,     0,     1,     1,     1,     5,     1,     7,     0,     9,     1,     8,     1,     1,     0,     3,     6
544,     1,     7,     6,     4,     3,     1,     3,     3,     8,     7,    10,     4,     9,     0,     0,     2,     1,     0,     6,     5
545,     6,     1,     0,     2,     3,     3,     5,     3,     8,     9,     3,     5,     9,     1,     3,     2,     7,     8,     9,     8
546,     0,     4,     5,     3,     8,     0,     5,     0,     3,     9,     3,     2,     2,     4,     1,     7,     2,     4,     0,     0
547,     1,     5,     8,     3,     7,     1,     4,     1,     4,     9,     3,     3,     2,     3,     2,     6,     4,     2,     1,     2
548,     1,     1,     7,     6,     3,     0,     8,     5,     4,     7,     8,     2,     8,     1,     1,     1,     0,     1,     7,     3
549,     6,     0,     1,     6,     2,     4,     5,     1,     6,     9,     4,     6,    10,     2,     0,     1,     5,     6,     9,     9
550,     3,     4,     7,     5,     2,     0,     5,     6,     6,     5,     7,     1,     9,     2,     0,     2,     3,     2,     5,     2
551,     7,     4,     7,     4,     6,     6,     5,     0,     3,     5,     5,    10,     7,    10,     0,     0,     5,     7,     5,     7
552,     8,     4,     8,     4,     8,     5,     6,     0,     4,     7,     7,     9,     9,     6,     0,     0,     9,     8,     9,     4
553,     7,     5,     9,     2,     9,     6,     7,     1,     4,     3,     8,    10,     7,     8,     0,     0,     6,     7,     6,     6
554,    10,     6,     5,     5,     7,     5,     5,     3,     4,     3,     7,     9,     8,     8,     0,     1,     5,     9,    10,     8
555,     2,     2,     9,     5,     8,     1,     4,     2,     4,     7,     3,     0,     3,     1,     2,    10,     2,     3,     1,     0
556,     3,     3,     4,     7,     1,     0,     7,     5,     4,     6,     7,     1,     9,     1,     1,     1,     2,     0,     7,     2
557,    10,     5,     7,     3,     9,     6,     6,     2,     5,     7,     7,     7,     6,     9,     0,     0,     8,     8,     6,     7
558,     4,     6,     5,     6,     4,     2,     4,     1,     5,     6,     7,     4,     7,     2,     1,     1,     0,     3,     7,     6
559,     8,     3,     5,     2,     8,     6,     5,     3,     5,     6,     7,     7,     6,     9,     0,     0,     8,     8,     8,     6
560,     7,     4,     4,     4,     1,     0,     1,     2,     7,     1,     0,     1,     6,     2,     8,     2,     0,     0,     6,     5
561,     8,     4,     7,     5,     8,     6,     2,     3,     7,     2,     4,     8,     9,     8,     3,     0,     5,     8,     6,     6
562,     5,     0,     1,     7,     2,     4,     6,     3,     9,    10,     2,     1,     9,     2,     1,     1,     6,     7,     9,     9
563,     8,     8,     9,     3,     7,     8,     5,     1,     7,     4,     5,     9,     8,     7,     1,     0,     3,     8,     5,     8
564,     2,     6,     9,     2,     0,     0,     3,     1,     6,     8,     8,     3,     6,     1,     1,     1,     2,     0,     7,     6
565,     8,     5,     8,     5,     9,     7,     5,     1,     4,     5,     5,     7,     8,     9,     0,     0,     3,     8,     5,     4
566,     1,     7,     7,     4,     2,     1,     7,     2,     3,     5,     7,     5,     9,     1,     0,     0,     1,     3,     8,     3
567,    10,     6,     8,     7,     1,     2,     1,     4,     3,     1,     3,     1,     9,     1,     7,     0,     0,     2,     6,     6
568,    10,     2,     4,     5,     0,     0,     1,     2,     6,     0,     1,     3,     6,     3,     9,     0,     1,     1,     6,     7
569,     1,     8,     8,     4,     3,     1,     4,     4,     2,     6,     6,     6,     8,     0,     1,     2,     1,     2,     5,     4
570,     9,     4,     9,     1,     6,     7,     7,     1,     5,     4,     6,     7,     7,     9,     1,     0,     4,     7,     7,     7
571,     9,     1,     7,     3,     0,     1,     1,     0,     3,     2,     1,     0,     5,     2,     9,     3,     1,     0,     8,     5
572,     8,     2,     8,     7,    10,     8,     4,     1,     6,     5,     4,     7,     6,    10,     1,     0,     4,    10,     7,     7
573,     7,     1,     2,     6,     1,     5,     8,     1,     8,     6,     1,     6,     8,     1,     0,     0,     4,     7,    10,     8
574,     2,     3,    10,     7,     8,     2,     4,     1,     3,     9,     3,     3,     2,     2,     2,    10,     2,     4,     1,     2
575,     3,     7,     9,     4,     2,     1,     3,     1,     4,     7,     7,     3,     9,     0,     0,     0,     0,     0,    10,     7
576,     9,     3,     9,     3,     7,     7,     5,     0,     5,     7,     9,     8,     8,    10,     0,     1,     1,     8,     7,     5
577,     5,     3,     1,     4,     4,     4,     3,     0,     8,     6,     1,     5,     9,     2,     0,     1,     6,     7,    10,     9
578,     6,     3,     0,     8,     3,     3,     4,     2,     7,     8,     4,     6,    10,     2,     0,     1,     8,     5,     7,    10
579,     2,     5,     4,     5,     2,     0,     6,     8,     4,     7,     5,     1,     8,     0,     0,     2,     5,     1,     7,     1
580,     2,     3,     5,     4,     8,     1,     4,     4,     4,     8,     3,     3,     3,     1,     0,     7,     3,     2,     2,     1
581,     2,     1,     1,     5,     2,     4,     6,     0,     8,     9,     2,     5,     9,     1,     0,     0,     8,     9,    10,     9
582,     3,     3,     6,     4,     8,     1,     6,     0,     1,     8,     3,     0,     2,     3,     1,     9,     3,     3,     2,     1
583,     9,     7,     8,     4,     8,     8,     5,     1,     6,     5,     6,     9,     9,     6,     1,     0,     5,     7,     8,     8
584,     8,     2,     3,     5,     0,     2,     0,     4,     7,     1,     3,     1,     7,     2,     9,     1,     0,     1,     6,     5
585,     3,     4,     5,     3,     9,     1,     4,     0,     1,     9,     2,     1,     1,     1,     2,     9,     3,     3,     1,     1
586,     1,     6,     7,     3,     1,     0,     7,     8,     4,     5,     8,     0,    10,     1,     1,     0,     2,     0,     8,     2
587,     1,     4,     7,     3,     8,     0,     3,     2,     3,     8,     1,     2,     2,     3,     1,     8,     0,     1,     3,     1
588,     5,     3,     7,     3,     7,     0,     7,     2,     4,     8,     1,     2,     1,     4,     0,    10,     1,     3,     3,     0
589,     4,     5,     4,     5,     1,     0,     7,     7,     5,     6,     5,     1,     7,     0,     1,     2,     2,     0,     6,     4
590,     0,     4,     8,     2,     2,     1,     6,     0,     4,     5,     7,     5,     6,     0,     1,     3,     2,     1,     7,     6
591,     2,     4,     9,     5,     9,     1,     5,     2,     3,     7,     2,     4,     2,     1,     1,     7,     0,     4,     2,     1
592,     1,     0,     4,     6,     0,     0,     8,     8,     5,     5,     6,     2,     8,     0,     0,     0,     1,     0,     7,     2
593,     0,     4,     5,     2,     4,     1,     4,     7,     5,     6,     6,     0,     9,     1,     3,     5,     4,     0,     7,     1
594,     2,     7,    10,     6,     3,     0,     4,     3,     6,     7,     8,     4,     8,     1,     5,     2,     2,     0,     7,     6
595,     9,     5,     8,     5,    10,     5,     4,     1,     4,     5,     8,     7,     7,    10,     1,     0,     6,     9,     8,     8
596,     2,     3,     7,     6,     7,     1,     4,     2,     1,     7,     2,     2,     2,     2,     0,     8,     3,     2,     4,     1
597,     4,     3,     0,     7,     2,     3,     4,     2,     9,     6,     4,     6,    10,     1,     1,     1,     7,     4,     8,    10
598,     6,     4,     6,     4,     7,     6,     7,     4,     5,     3,     5,     5,     7,     8,     0,     0,     4,     8,     6,     7
599,     8,     5,     7,     3,     9,     7,     2,     3,     5,     5,     9,    10,     6,     7,     1,     2,     6,     7,     6,     5
600,     2,     3,     8,     7,     8,     0,     5,     2,     4,     7,     1,     0,     2,     3,     0,     9,     3,     3,     1,     1
601,     4,     2,     0,     0,     1,     2,     6,     1,     8,     9,     3,     5,    10,     2,     3,     1,     6,     8,     9,     8
602,     8,     6,     6,     2,     8,     8,     3,     1,     5,     7,     5,     7,     6,     6,     0,     0,     4,     8,     5,     6
603,     2,     4,     8,     5,     3,     2,     4,     3,     4,     7,     6,     6,    10,     0,     1,     2,     1,     0,     7,     5
604,     1,     5,     9,     4,     2,     1,     6,     1,     5,     7,     8,     4,     9,     0,     1,     1,     0,     1,     5,     7
605,     0,     9,     8,     6,     5,     2,     6,     1,     7,     8,     7,     6,     7,     2,     1,     0,     0,     1,     5,     6
606,     3,     2,     7,     6,     9,     0,     4,     2,     1,     6,     1,     0,     2,     0,     3,     7,     2,     1,     0,     2
607,     1,     1,     6,     4,     1,     1,     7,     8,     4,     7,     5,     0,     8,     1,     3,     0,     3,     1,     8,     3
608,     2,     4,     8,     3,     8,     0,     8,     2,     4,     6,     4,     3,     1,     3,     0,     9,     2,     3,     3,     0
609,     1,     5,     8,     2,     3,     1,     4,     2,     8,     6,     6,     4,     8,     0,     2,     1,     1,     1,     9,     7
610,     9,     6,     6,     7,     9,     6,     6,     3,     6,     2,     7,     7,     8,     8,     1,     0,     4,     7,     9,     8
611,     3,     5,     9,     6,     6,     2,     4,     1,     6,     6,     8,     4,     8,     1,     2,     1,     0,     1,     6,     3
612,     3,     6,     7,     5,     1,     2,     3,     0,     9,     9,     7,     5,     5,     1,     0,     1,     0,     0,     7,     5
613,     2,     6,     8,     5,     2,     1,     4,     1,     7,     9,     6,     5,     7,     0,     2,     1,     0,     0,     6,     4
614,     2,     2,     5,     5,     2,     0,     7,    10,     2,     5,     5,     2,     8,     0,     1,     1,     2,     0,     8,     0
615,     0,     2,     8,     5,     9,     1,     7,     4,     0,     6,     1,     1,     2,     1,     1,     7,     2,     4,     2,     0
616,     4,     5,     7,     4,     2,     0,     7,     2,     6,     7,     9,     7,     7,     1,     1,     3,     3,     1,     8,     8
617,     2,     7,     7,     4,     2,     3,     7,     4,     8,     5,     9,     5,    10,     1,     3,     0,     0,     2,     6,     5
618,     9,     3,     9,     4,     8,     7,     5,     4,     4,     7,     8,     8,     7,     9,     0,     1,     2,    10,     6,     7
619,     7,     3,     7,     5,     6,     6,     3,     0,     5,     2,     5,    10,     8,     9,     0,     2,     4,     9,     7,     8
620,     7,     5,     7,     5,     7,     7,     5,     1,     5,     4,     6,     9,     8,    10,     1,     0,     5,     6,     7,     4
621,     4,     9,     9,     4,     5,     1,     4,     0,     3,     7,    10,     6,     8,     2,     0,     1,     0,     0,     8,     6
622,     1,     2,     7,     3,     5,     0,     6,     1,     4,     9,     3,     3,     1,     2,     1,     9,     4,     1,     0,     0
623,     1,     6,     4,     4,     2,     1,     7,     9,     5,     5,     7,     2,     9,     1,     1,     0,     4,     3,     6,     1
624,     1,     4,     8,     7,     0,     2,    10,     7,     6,     4,     5,     2,     9,     0,     0,     1,     4,     2,     8,     3
625,     2,     2,     9,     5,     0,     0,     8,     7,     3,     8,     7,     2,    10,     2,     1,     0,     2,     1,     7,     1
626,     2,     7,     8,     4,     5,     3,     7,     1,     7,     8,     6,     6,     9,     2,     0,     2,     1,     1,     9,     4
627,     8,     4,     9,     2,    10,     6,     5,     1,     5,     3,     6,     6,     9,     7,     0,     1,     8,     6,     7,     5
628,     2,     2,     7,     5,     8,     1,     6,     1,     3,     9,     1,     4,     2,     0,     1,     9,     2,     2,     3,     1
629,     3,     5,     6,     6,     9,     0,     5,     0,     1,     7,     0,     2,     1,     2,     0,     9,     1,     1,     5,     1
630,     9,     5,     7,     5,    10,     6,     6,     2,     4,     3,     9,     9,     6,     7,     3,     1,     3,     6,     4,     5
631,     1,     4,     7,     5,     3,     2,     6,     0,     1,     9,     9,     4,     8,     4,     1,     0,     1,     1,     7,     5
632,     8,     2,     9,     4,     6,     4,     6,     2,     2,     7,     8,    10,     8,    10,     1,     0,     4,     8,     9,     6
633,     7,     2,     6,     7,     8,     7,     4,     3,     5,     3,     6,     8,     8,     5,     1,     1,     6,     9,     5,     6
634,     7,     3,     5,     5,     2,     0,     0,     3,     5,     1,     4,     2,     9,     0,     8,     2,     0,     0,     6,     6
635,     1,     3,     5,     7,     1,     1,     8,     7,     4,     7,     5,     1,     7,     0,     1,     0,     4,     1,     8,     1
636,     2,     1,     6,     6,     5,     1,     5,     0,     2,     8,     2,     1,     0,     2,     3,     8,     1,     2,     0,     3
637,     2,     7,     6,     4,     9,     1,     5,     3,     3,     7,     5,     2,     1,     0,     2,     9,     1,     1,     0,     1
638,     8,     6,     7,     3,     8,     7,     5,     3,     7,     4,     9,     8,     6,     9,     1,     0,     8,     9,     5,     8
639,     4,     6,     7,     5,     5,     1,     3,     1,     6,    10,     8,     5,     9,     3,     0,     0,     1,     1,     7,     4
640,     9,     5,     5,     4,    10,     8,     5,     1,     8,     5,     5,     7,     9,     7,     0,     0,     5,     4,     5,     7
641,     4,     2,     1,     5,     5,     3,     6,     0,     8,    10,     2,     5,     9,     3,     1,     0,     6,     6,     9,     9
642,     3,     2,     4,     4,     1,     0,     6,     5,     4,     7,     4,     1,     8,     0,     1,     1,     2,     2,     6,     1
643,     6,     2,     1,     4,     3,     5,     6,     2,     5,     6,     2,     5,     7,     1,     0,     0,     9,     7,     8,    10
644,     6,     2,     6,     4,     0,     1,     0,     1,     5,     0,     2,     1,     7,     1,     9,     1,     1,     2,     7,     8
645,     1,     5,     8,     3,     5,     1,     6,     0,     7,     8,     6,     4,     8,     2,     0,     1,     1,     1,     7,     8
646,     3,     6,     9,     2,     5,     1,     5,     0,     7,     7,     9,     7,     8,     0,     1,     0,     1,     0,     9,     5
647,     5,     7,     5,     6,     2,     2,     6,     1,     4,     4,     9,     7,     8,     1,     1,     0,     1,     1,     8,     9
648,     3,     2,     1,     5,     2,     3,     8,     0,     9,     7,     3,     4,     6,     2,     2,     2,     6,     7,     7,     8
649,     9,     4,     9,     2,     8,     8,     4,     2,     7,     6,    10,     9,     7,    10,     2,     0,     6,     7,     8,     7
650,     8,     4,     3,     5,     0,     0,     0,     2,     3,     1,     3,     1,     5,     0,     8,     0,     0,     0,     6,     5
651,     5,     5,     8,     5,     6,     5,     6,     2,     8,     4,     4,     8,    10,     9,     0,     0,     2,    10,     7,     5
652,     6,     0,     2,     5,     5,     7,     4,     4,     9,     8,     3,     4,     9,     3,     0,     1,     6,     8,     9,     9
653,     7,     3,     7,     4,     7,     7,     4,     0,     6,     5,     4,     9,     9,     8,     0,     1,     3,     7,     8,     5
654,     8,     5,     6,     6,     1,     0,     2,     1,     4,     4,     3,     1,     7,     1,     9,     1,     0,     1,     8,     5
655,     3,     4,     7,     4,     8,     3,     7,     2,     5,     7,     3,     2,     3,     2,     0,     9,     2,     3,     3,     1
656,     1,     2,     4,     6,     0,     1,     5,     7,     5,     7,     6,     0,     8,     1,     0,     1,     2,     1,     7,     1
657,     1,     6,     7,     6,     8,     0,     6,     0,     2,     8,     3,     2,     1,     1,     1,     9,     3,     1,     1,     0
658,     9,     5,     6,     4,     1,     0,     3,     0,     6,     0,     3,     1,     9,     1,     7,     0,     0,     0,     6,     8
659,     8,     5,     6,     6,     4,     7,     5,     0,     5,     4,     9,    10,     7,     7,     0,     0,     5,     9,     4,     8
660,     9,     3,     6,     5,     7,     6,     8,     1,     5,     4,     7,     7,     8,     9,     0,     0,     5,     8,     6,     7
661,     2,     3,     6,     5,     9,     0,     4,     1,     2,     9,     3,     0,     0,     4,     1,     8,     0,     2,     0,     1
662,     8,     5,     7,     7,     8,     5,     3,     1,     8,     4,     6,     8,     7,     8,     2,     1,     6,    10,     6,     8
663,     4,     2,     2,     3,     1,     4,     4,     2,     7,    10,     3,     5,     8,     2,     1,     0,     6,     9,     9,     6
664,     9,     3,     7,     5,     0,     1,     1,     1,     7,     0,     2,     0,     8,     5,    10,     2,     1,     1,     7,     6
665,     2,     9,     8,     4,     3,     1,     3,     1,     3,     6,     9,     7,     9,     1,     0,     1,     2,     1,     5,     4
666,     4,     3,     1,     6,     2,     4,     9,     0,     9,     8,     2,     6,     8,     4,     2,     1,     7,     7,     8,     8
667,     8,     3,     5,     3,     0,     0,     2,     0,     3,     1,     5,     0,     6,     3,     8,     1,     0,     1,     8,     3
668,     2,     4,     5,     6,     0,     0,     8,     8,     7,     7,     3,     1,     9,     1,     1,     0,     4,     0,     5,     1
669,     4,     1,     0,     5,     4,     8,     6,     3,     9,     7,     2,     5,     9,     2,     0,     1,     4,     6,     7,     7
670,     0,     5,     8,     4,     3,     1,     9,     2,     7,     5,     8,     6,    10,     0,     0,     1,     0,     2,     8,     4
