DomntHnd,FavColor,NumColors,TeamSprt,IndvSprt,SchoolClb,MusicInstrument,BreakfastDrink,FavCookie,FavPizzaTop,DinnerDrink,FavIceCream,FavSeason,SleepHrs,NumOthrCourse,Height,ShoeSize,ShirtSize,AimGrde,FnlGrade
Right,Magenta,12,Parkour,none,Photography,Piano,PruneJuice,PeanutButter,Peppers,Papaya,Ripple,Spring,7.0,4,5.5,9.0,MD,B,B
Right,Red,12,none,Archery,Robotics,Viola,Coffee,ChocKrinkle,Bacon,Cola,Ripple,Summer,6.5,4,5.5,8.0,SM,A,B
Right,Green,13,AmFtBall,none,ModelUN,Violin,Coffee,ChocKrinkle,Ham,Water,Chocolate,Autumn,6.5,4,5.8,9.0,LG,B,B
Right,Red,11,Badminton,none,Robotics,Violin,Soda,ChocKrinkle,Bacon,Water,Vanilla,Autumn,6.0,5,5.8,10.0,LG,A,B
Right,Red,12,Fencing,none,Robotics,Violin,Tea,Crumpets,Ham,Cola,Ripple,Spring,6.5,4,5.2,8.0,SM,A,B
Right,Pink,13,none,Badminton,ModelUN,Violin,OJ,DoubleChoc,Pineapples,MilkShake,Ripple,Summer,6.5,5,5.8,12.0,LG,B,B
Right,Green,13,Badminton,Track,Photography,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Spring,6.5,3,6.0,11.0,LG,A,B
Right,Green,12,VolleyBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Cola,Vanilla,Fall,6.5,4,5.8,9.0,MD,A,B
Right,Magenta,12,Parkour,Pool,Photography,Piano,PruneJuice,PeanutButter,Ham,MilkShake,Pecan,Autumn,7.0,4,6.5,9.0,LG,A,B
Right,Red,11,Parkour,none,Photography,Piano,PruneJuice,PeanutButter,Ham,Papaya,Pecan,Autumn,7.5,5,5.2,9.0,MD,A,B
Right,Red,12,AmFtBall,none,Photography,Piano,Coffee,ChocKrinkle,Ham,Cola,Ripple,Spring,7.0,5,5.5,8.5,XL,A,B
Right,Green,13,VolleyBall,none,Game,Guitar,Coffee,ChocKrinkle,Ham,Cola,Vanilla,Spring,7.0,4,5.8,11.0,LG,A,B
Right,Red,11,VolleyBall,Badminton,Robotics,Bass,Tea,Crumpets,Bacon,MilkShake,Vanilla,Summer,5.5,4,5.5,10.0,LG,A,B
Right,Red,11,Badminton,none,Robotics,Harp,Coffee,ChocKrinkle,Broccoli,MilkShake,CreamSicle,Summer,6.0,5,6.0,11.5,LG,A,B
Right,Magenta,12,Parkour,Pool,Photography,Piano,Soda,PeanutButter,Ham,Papaya,Pecan,Autumn,6.0,4,6.0,11.0,XL,A,B
Right,Red,12,Soccer,none,Game,Guitar,OJ,ChocKrinkle,Pineapples,RootBeer,Ripple,Spring,6.5,4,5.2,8.5,MD,B,B
Right,Magenta,12,Fencing,Track,Photography,Piano,PruneJuice,ChocChip,Peppers,Papaya,Pecan,Autumn,6.0,4,5.8,10.0,MD,A,B
Right,Red,12,none,Archery,Photography,Piano,Soda,ChocChip,Bacon,Cola,CreamSicle,Summer,7.0,3,6.0,12.0,XL,A,B
Right,Green,12,Badminton,none,ModelUN,Piano,OJ,ChocKrinkle,Ham,Milk,Vanilla,Summer,6.5,5,5.8,10.0,LG,A,B
Right,Blue,11,Cricket,Golf,Computer,Violin,Tea,Butter,Bacon,Cola,MintChip,Fall,6.0,4,5.8,10.0,XL,A,B
Right,Red,11,Parkour,Swimming,Math,Viola,Coffee,ChocKrinkle,Bacon,Cola,CreamSicle,Spring,6.0,4,5.8,11.0,LG,A,B
Right,Red,13,AmFtBall,none,Game,Bass,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Spring,7.0,4,5.8,9.5,LG,A,B
Right,Green,11,DodgeBall,none,Robotics,Harp,Coffee,ChocKrinkle,Bacon,LemonLime,Vanilla,Winter,6.0,5,5.2,8.0,SM,B,B
Right,Red,12,Fencing,none,Game,Guitar,Nada,ChocChip,Bacon,RootBeer,Vanilla,Summer,7.0,4,5.2,8.0,SM,A,B
Right,Red,12,Parkour,Archery,Robotics,Piano,Nada,ChocChip,Ham,GrapeJuice,Vanilla,Autumn,5.0,4,5.5,9.0,MD,B,B
Right,Pink,11,Parkour,none,Debate,Violin,Tea,ChocChip,Ham,GrapeJuice,CreamSicle,Summer,6.5,3,5.5,10.5,LG,A,B
Right,Pink,12,Fencing,none,ModelUN,Bass,Fruit,ChocKrinkle,Pineapples,RootBeer,Vanilla,Summer,7.0,4,6.0,10.5,LG,A,B
Right,Red,12,none,none,Computer,Violin,Coffee,ChocKrinkle,Bacon,RootBeer,Chocolate,Autumn,7.0,4,6.2,11.0,XL,A,B
Right,Black,11,DodgeBall,Wrestling,Photography,Drums,Water,Oatmeal,Pineapples,Tea,Vanilla,Winter,6.0,4,5.0,8.0,SM,A,B
Right,Red,12,AmFtBall,Wrestling,Robotics,Viola,Coffee,DoubleChoc,Bacon,Water,Chocolate,Autumn,6.0,3,5.5,8.0,SM,A,B
Right,Green,11,Badminton,RockClimbing,ModelUN,Viola,Fruit,ChocChip,Ham,Cola,Vanilla,Summer,7.0,4,6.0,11.0,XL,A,B
Right,Red,12,Soccer,none,Computer,Bass,Coffee,ChocKrinkle,Bacon,Cola,Vanilla,Summer,6.5,4,6.2,11.0,XL,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Violin,Water,Butter,Sausage,Tea,CreamSicle,Winter,6.5,4,5.5,9.5,MD,A,B
Right,Red,12,Cricket,Archery,Computer,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,6.0,3,6.0,10.5,XL,A,B
Right,Pink,12,Badminton,none,Chess,Viola,Coffee,ChocKrinkle,Ham,MilkShake,Ripple,Summer,6.5,3,5.5,9.5,LG,A,B
Right,Red,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.5,3,5.2,8.0,SM,A,B
Right,Red,11,Cricket,none,Computer,Viola,Coffee,ChocKrinkle,Broccoli,RootBeer,CreamSicle,Spring,7.0,4,5.8,9.0,LG,B,B
Right,Green,12,Badminton,RockClimbing,ModelUN,Bass,Soda,ChocChip,Ham,Milk,Vanilla,Spring,6.5,3,5.2,7.5,SM,A,B
Right,Cyan,12,Fencing,Track,Math,Euphonium,Smoothie,DoubleChoc,Bacon,MilkShake,CreamSicle,Spring,6.5,3,5.5,9.0,LG,A,B
Right,Green,12,Badminton,RockClimbing,Computer,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Spring,7.0,4,5.5,9.0,LG,A,B
Right,Red,12,Badminton,Swimming,Chess,Piano,Tea,Crumpets,Ham,RootBeer,Ripple,Fall,6.5,4,6.0,10.0,LG,A,B
Right,Black,12,DodgeBall,none,Chess,Drums,Soda,Oatmeal,Sausage,LemonLime,Ripple,Winter,6.0,3,5.8,10.5,LG,A,B
Right,Cyan,12,Badminton,Swimming,ModelUN,Viola,OJ,ChocChip,Ham,Milk,Vanilla,Summer,7.5,4,5.8,10.0,LG,A,B
Right,Red,12,Badminton,none,Robotics,Viola,Coffee,ChocKrinkle,Bacon,MilkShake,Vanilla,Spring,6.5,4,6.2,10.5,XL,A,B
Right,Green,12,Badminton,RockClimbing,Math,Bass,OJ,ChocChip,Bacon,Cola,Vanilla,Summer,6.0,4,6.2,11.5,LG,A,B
Right,Magenta,12,VolleyBall,Pool,Photography,Piano,PruneJuice,ChocChip,Pineapples,Papaya,Pecan,Autumn,6.0,4,6.0,9.0,LG,A,B
Right,Red,12,DodgeBall,Wrestling,Chess,Drums,Water,Sugar,Sausage,Tea,Ripple,Winter,7.0,4,5.8,8.0,SM,A,B
Right,Blue,13,Cricket,Golf,Math,Cello,Coffee,Crumpets,Bacon,Cola,MintChip,Fall,7.0,4,5.5,11.0,XL,A,B
Right,Red,11,none,Track,Computer,Piano,Tea,Crumpets,Ham,MilkShake,Vanilla,Autumn,7.0,4,6.2,10.5,XL,A,B
Right,Black,12,DodgeBall,Archery,Chess,Drums,Nada,Oatmeal,Sausage,Tea,Ripple,Summer,6.5,4,5.5,9.0,LG,A,B
Right,Green,11,Badminton,none,Photography,Piano,Coffee,ChocKrinkle,Ham,RootBeer,Vanilla,Summer,6.5,4,5.2,10.0,MD,A,B
Right,Pink,12,CheerLdng,Swimming,none,Harp,Tea,Crumpets,Bacon,MilkShake,CreamSicle,Summer,6.5,4,5.8,9.0,MD,A,B
Right,Pink,11,Equestrian,Archery,none,Viola,Coffee,ChocKrinkle,Bacon,Milk,Vanilla,Spring,6.5,4,5.5,7.0,SM,A,B
Right,Green,12,Badminton,RockClimbing,Computer,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Summer,7.0,4,5.8,10.0,LG,A,B
Right,Red,12,Cricket,Archery,Computer,Bass,Coffee,ChocKrinkle,Bacon,Cola,CreamSicle,Summer,5.5,3,5.2,8.0,SM,B,B
Right,Red,11,Badminton,none,Computer,Violin,Coffee,ChocKrinkle,Bacon,RootBeer,Vanilla,Autumn,7.0,4,5.8,10.0,LG,A,B
Right,Red,12,Cricket,Badminton,Chess,Violin,Coffee,ChocKrinkle,Bacon,RootBeer,CreamSicle,Summer,7.0,3,5.5,9.0,MD,A,B
Right,Green,11,Badminton,none,Robotics,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.5,4,5.2,8.5,MD,A,B
Right,Red,11,VolleyBall,none,Robotics,Viola,Coffee,ChocKrinkle,Olives,RootBeer,CreamSicle,Spring,6.5,3,5.5,9.0,MD,B,B
Right,Blue,12,Rugby,Golf,Robotics,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,6.5,4,5.5,8.5,LG,A,B
Right,Green,12,Badminton,RockClimbing,ModelUN,Bass,OJ,DoubleChoc,Ham,Milk,Vanilla,Spring,5.5,3,6.2,9.5,XL,A,B
Right,Green,12,Badminton,RockClimbing,ModelUN,Bass,OJ,Butter,Broccoli,Milk,Vanilla,Spring,6.5,4,6.0,9.5,XL,A,B
Right,Red,12,AmFtBall,none,Robotics,Piano,Coffee,DoubleChoc,Bacon,Water,Vanilla,Autumn,5.5,3,5.8,10.0,LG,A,B
Right,Cyan,12,Soccer,Track,Robotics,Euphonium,Smoothie,DoubleChoc,Olives,GrapeJuice,CreamSicle,Spring,6.5,4,5.5,9.5,LG,A,B
Right,Red,12,none,Swimming,Robotics,Bass,Coffee,ChocKrinkle,Bacon,RootBeer,Vanilla,Summer,6.5,4,5.8,11.0,MD,B,B
Right,Cyan,13,none,Archery,Robotics,Viola,OJ,ChocKrinkle,Pineapples,Cola,Vanilla,Autumn,7.0,4,5.5,8.5,LG,A,B
Right,Red,12,Badminton,Track,Robotics,Piano,Fruit,ChocChip,Bacon,Cola,Vanilla,Fall,5.0,4,5.5,9.5,LG,A,B
Right,Black,11,DodgeBall,Wrestling,Chess,Viola,Water,Oatmeal,Sausage,Cola,Ripple,Summer,6.0,4,6.5,10.5,XL,A,B
Right,Red,11,AmFtBall,Track,Robotics,Violin,Coffee,DoubleChoc,Bacon,Water,Vanilla,Autumn,6.0,4,6.2,10.5,XL,A,B
Right,Green,11,Cricket,Golf,Computer,Harp,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,6.5,5,5.8,9.0,MD,B,B
Right,Black,11,DodgeBall,Wrestling,Chess,Drums,Soda,Butter,Broccoli,Tea,Ripple,Winter,6.5,4,5.8,10.0,LG,A,B
Right,Red,12,none,Badminton,Game,Harp,Tea,Crumpets,Ham,GrapeJuice,Ripple,Summer,7.0,4,5.5,9.0,MD,A,B
Right,Green,11,Cricket,RockClimbing,ModelUN,Bass,OJ,ChocChip,Broccoli,Milk,Vanilla,Summer,6.0,4,5.2,9.0,MD,B,B
Right,Red,12,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Spring,6.0,4,6.2,10.5,LG,B,B
Right,Red,13,Parkour,none,Computer,Viola,OJ,ChocKrinkle,Pineapples,FruitJuice,Ripple,Summer,6.0,4,5.0,8.5,MD,A,B
Right,Black,11,Soccer,Wrestling,Chess,Harp,Soda,Oatmeal,Sausage,Tea,Ripple,Winter,6.5,4,5.8,11.0,LG,A,B
Right,Red,12,AmFtBall,Track,Robotics,Piano,Soda,DoubleChoc,Ham,RootBeer,Vanilla,Fall,5.5,3,5.0,7.5,SM,B,B
Right,Green,12,Equestrian,Track,Debate,Euphonium,Smoothie,DoubleChoc,Bacon,GrapeJuice,CreamSicle,Spring,7.0,3,6.0,12.0,LG,A,B
Right,Cyan,11,Rugby,none,Robotics,Bass,Soda,ChocChip,Bacon,Cola,Ripple,Spring,6.0,4,5.8,10.0,XL,A,B
Right,Red,12,Rugby,Archery,Chess,Harp,Coffee,ChocKrinkle,Ham,RootBeer,Vanilla,Fall,6.5,4,5.8,11.5,LG,A,B
Right,Blue,11,Cricket,Golf,Computer,Cello,Soda,Crumpets,Mushrooms,RootBeer,CreamSicle,Fall,6.5,4,5.8,9.5,XL,A,B
Right,Red,12,Parkour,none,Photography,Piano,PruneJuice,PeanutButter,Broccoli,Papaya,Pecan,Autumn,6.5,4,5.2,9.0,MD,A,B
Right,Magenta,12,Parkour,none,Photography,Piano,PruneJuice,DoubleChoc,Peppers,RootBeer,Pecan,Autumn,7.5,4,5.2,9.0,MD,B,B
Left,Green,12,none,RockClimbing,ModelUN,Bass,OJ,ChocChip,Broccoli,Cola,Vanilla,Summer,6.5,4,5.8,10.0,LG,B,B
Right,Green,12,AmFtBall,none,Photography,Guitar,Coffee,ChocKrinkle,Bacon,RootBeer,Vanilla,Summer,7.0,4,5.8,10.0,LG,A,B
Right,Red,12,Badminton,Swimming,Math,Violin,Coffee,ChocKrinkle,Ham,LemonLime,Ripple,Winter,6.5,4,6.2,10.0,LG,A,B
Left,Cyan,11,VolleyBall,Track,Game,Euphonium,Smoothie,DoubleChoc,Bacon,MilkShake,CreamSicle,Spring,7.0,4,5.8,8.5,LG,A,B
Right,Pink,12,Soccer,Archery,Computer,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,6.0,4,5.5,9.0,MD,A,B
Right,Cyan,13,DodgeBall,Track,Debate,Euphonium,Soda,DoubleChoc,Olives,RootBeer,CreamSicle,Spring,7.0,3,5.5,8.0,SM,A,B
Right,Pink,12,Soccer,none,Chess,Harp,Coffee,ChocKrinkle,Bacon,Cola,CreamSicle,Fall,6.0,4,6.0,10.0,XL,A,B
Right,Green,12,none,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,CreamSicle,Summer,6.5,4,5.8,10.0,LG,A,B
Right,Blue,13,none,Golf,Computer,Cello,Tea,ChocChip,Mushrooms,Cola,Vanilla,Fall,7.0,4,5.8,9.5,XL,A,B
Right,Red,12,Cricket,Archery,Math,Viola,Tea,DoubleChoc,Broccoli,Cola,Vanilla,Summer,7.0,5,5.8,11.0,LG,A,B
Right,Blue,12,Cricket,Golf,Computer,Harp,Soda,Crumpets,Broccoli,Cola,MintChip,Fall,7.0,4,6.0,10.0,LG,A,B
Right,Red,13,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Vanilla,Spring,7.0,4,5.5,8.5,LG,A,B
Right,Red,11,Cricket,none,Computer,Bass,Coffee,ChocKrinkle,Bacon,LemonLime,Vanilla,Summer,6.5,4,5.0,8.0,SM,A,B
Right,Pink,12,Soccer,none,Math,Violin,Tea,ChocChip,Broccoli,RootBeer,Ripple,Summer,7.0,4,5.8,9.0,LG,A,B
Right,Green,12,Parkour,none,Photography,Piano,Nada,PeanutButter,Peppers,Papaya,Pecan,Autumn,7.0,4,5.5,11.0,LG,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Water,Butter,Sausage,Tea,CreamSicle,Summer,6.0,4,5.0,7.0,SM,A,B
Right,Red,12,Cricket,Swimming,Math,Guitar,Coffee,ChocKrinkle,Ham,MilkShake,CreamSicle,Summer,7.0,4,5.8,11.0,LG,A,B
Right,Blue,11,Equestrian,Golf,Photography,Cello,Nada,Crumpets,Mushrooms,Cola,MintChip,Fall,6.0,5,5.2,9.0,MD,A,B
Right,Red,12,AmFtBall,none,Robotics,Violin,Soda,ChocKrinkle,Ham,MilkShake,Chocolate,Autumn,6.5,4,6.0,8.5,LG,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Water,Oatmeal,Ham,LemonLime,Ripple,Summer,6.5,4,5.2,6.0,MD,B,B
Right,Red,11,DodgeBall,Wrestling,Chess,Drums,Water,ChocChip,Sausage,Tea,Ripple,Winter,8.0,4,5.2,9.5,MD,A,B
Right,Black,12,VolleyBall,Wrestling,Chess,Violin,Nada,Oatmeal,Sausage,Tea,Ripple,Winter,7.0,3,5.5,10.0,XL,A,B
Right,Green,12,Badminton,none,Game,Bass,OJ,DoubleChoc,Ham,Milk,Vanilla,Summer,6.5,4,6.0,10.5,LG,A,B
Right,Red,12,Rugby,Archery,Chess,Piano,Coffee,ChocKrinkle,Bacon,Cola,CreamSicle,Summer,8.0,4,6.0,12.0,XL,A,B
Left,Pink,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.0,4,5.5,8.5,MD,A,B
Right,Red,12,Cricket,none,Photography,Guitar,OJ,ChocKrinkle,Pineapples,Coffee,Ripple,Summer,6.0,5,5.0,9.0,MD,B,B
Right,Red,12,AmFtBall,Track,Debate,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,CreamSicle,Summer,6.0,4,5.0,7.5,SM,A,B
Left,Red,12,Equestrian,Track,Robotics,Euphonium,Smoothie,DoubleChoc,Broccoli,MilkShake,CreamSicle,Spring,7.0,3,5.8,10.5,XL,A,B
Left,Green,12,none,Track,Photography,Violin,Nada,DoubleChoc,Bacon,Cola,Ripple,Spring,7.0,4,5.5,9.5,LG,A,B
Right,Red,12,AmFtBall,none,Photography,Violin,Soda,ChocKrinkle,Bacon,RootBeer,Chocolate,Autumn,6.0,3,5.5,8.0,SM,A,B
Right,Red,13,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Summer,5.5,5,5.2,9.0,MD,A,B
Right,Red,12,Badminton,RockClimbing,ModelUN,Guitar,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.0,4,5.8,9.0,LG,A,B
Right,Pink,11,VolleyBall,none,Chess,Viola,Soda,Butter,Broccoli,Cola,Vanilla,Summer,7.0,4,5.2,8.5,MD,A,B
Right,Red,12,Soccer,none,Game,Violin,Coffee,ChocKrinkle,Broccoli,GrapeJuice,Vanilla,Spring,6.0,3,5.8,10.5,LG,A,B
Right,Red,13,Badminton,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Fall,6.5,5,5.0,9.0,MD,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Nada,Oatmeal,Sausage,Cola,Ripple,Winter,6.5,3,5.5,9.0,MD,A,B
Right,Green,13,Fencing,none,Computer,Violin,Coffee,ChocKrinkle,Bacon,Cola,Vanilla,Summer,6.0,4,5.8,11.0,LG,A,B
Right,Green,12,AmFtBall,none,Robotics,Violin,Nada,ChocKrinkle,Bacon,RootBeer,Chocolate,Autumn,7.0,5,5.5,8.0,SM,A,B
Right,Red,12,AmFtBall,none,Robotics,Guitar,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Autumn,6.0,4,5.2,9.0,MD,A,B
Right,Red,11,Rugby,none,Computer,Viola,Nada,ChocChip,Ham,Cola,Vanilla,Fall,6.5,4,5.8,9.5,MD,B,B
Left,Red,13,Cricket,none,Photography,Viola,Coffee,ChocKrinkle,Bacon,Tea,CreamSicle,Summer,6.0,4,5.2,6.5,SM,A,B
Right,Green,12,Equestrian,Track,Debate,Euphonium,Nada,DoubleChoc,Olives,MilkShake,CreamSicle,Spring,6.0,4,6.2,10.5,LG,A,B
Right,Green,12,Badminton,none,Robotics,Bass,Coffee,Butter,Ham,MilkShake,Ripple,Fall,6.5,3,5.8,10.5,LG,A,B
Right,Red,13,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Cola,Chocolate,Autumn,6.5,3,5.2,8.0,SM,A,B
Right,Black,12,none,Wrestling,Chess,Drums,Water,ChocChip,Sausage,Tea,Ripple,Winter,6.0,4,5.2,10.0,MD,A,B
Right,Pink,12,Badminton,Track,none,Bass,Soda,ChocChip,Bacon,RootBeer,Vanilla,Spring,6.0,3,6.0,9.0,LG,A,B
Right,Cyan,12,Equestrian,Track,Debate,Violin,Smoothie,DoubleChoc,Bacon,MilkShake,CreamSicle,Spring,7.0,3,5.8,9.0,MD,A,B
Right,Blue,11,Badminton,Golf,Computer,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Winter,6.5,4,5.5,10.5,LG,A,B
Right,Black,12,Badminton,Swimming,Chess,Drums,Water,Oatmeal,Sausage,Tea,Vanilla,Winter,7.0,3,6.0,10.5,LG,A,B
Left,Cyan,12,Badminton,Track,Photography,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,CreamSicle,Fall,5.0,4,5.8,11.5,LG,A,B
Right,Green,11,none,Track,Robotics,Piano,OJ,DoubleChoc,Pineapples,MilkShake,Vanilla,Autumn,6.5,5,5.8,9.5,LG,A,B
Right,Red,12,Rugby,Track,Math,Violin,Coffee,ChocKrinkle,Ham,Cola,Vanilla,Summer,7.0,4,5.5,9.5,LG,B,B
Right,Magenta,11,Rugby,Pool,Photography,Harp,PruneJuice,PeanutButter,Peppers,Papaya,Vanilla,Autumn,7.0,4,5.5,9.0,LG,A,B
Right,Cyan,12,Equestrian,Track,Debate,Euphonium,Smoothie,Butter,Ham,MilkShake,CreamSicle,Spring,6.5,4,5.5,9.5,LG,B,B
Right,Blue,11,Cricket,Golf,Computer,Cello,Tea,Crumpets,Broccoli,RootBeer,CreamSicle,Fall,6.5,4,5.2,9.5,MD,B,B
Right,Magenta,12,AmFtBall,Pool,Photography,Piano,PruneJuice,PeanutButter,Peppers,Papaya,CreamSicle,Summer,6.5,3,5.2,9.5,MD,A,B
Right,Cyan,12,VolleyBall,Track,Debate,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,CreamSicle,Summer,7.0,4,5.5,11.5,LG,A,B
Right,Red,11,FieldHockey,none,Robotics,Harp,OJ,ChocChip,Pineapples,Cola,Ripple,Winter,6.0,4,5.5,10.0,MD,A,B
Right,Black,12,DodgeBall,Track,Chess,Drums,Coffee,Oatmeal,Broccoli,Tea,Ripple,Winter,6.0,4,6.2,11.5,XL,A,B
Right,Green,12,Badminton,none,Game,Viola,OJ,Butter,Pineapples,LemonLime,Vanilla,Fall,6.5,4,5.2,9.5,MD,A,B
Right,Red,12,Parkour,Pool,Photography,Piano,Soda,PeanutButter,Peppers,RootBeer,Pecan,Autumn,7.0,4,5.5,8.5,MD,A,B
Right,Green,11,Badminton,RockClimbing,Computer,Bass,OJ,ChocChip,Ham,MilkShake,Ripple,Summer,6.5,4,5.8,10.0,LG,A,B
Right,Red,11,AmFtBall,none,none,Violin,Coffee,ChocKrinkle,Bacon,RootBeer,Chocolate,Summer,6.5,4,5.8,10.0,XL,A,B
Right,Green,12,Rugby,Archery,Math,Viola,Coffee,ChocKrinkle,Sausage,RootBeer,Vanilla,Summer,6.5,4,5.8,11.0,LG,A,B
Right,Red,11,VolleyBall,none,Robotics,Bass,Coffee,ChocKrinkle,Ham,Cola,Vanilla,Summer,6.5,4,5.2,8.0,SM,B,B
Right,Red,13,Soccer,none,Robotics,Violin,Coffee,ChocKrinkle,Ham,Cola,CreamSicle,Fall,6.0,4,6.5,11.5,XL,A,B
Right,Red,12,Cricket,none,Game,Piano,Soda,DoubleChoc,Ham,RootBeer,Vanilla,Summer,6.0,4,5.5,10.5,LG,B,B
Right,Cyan,12,FieldHockey,RockClimbing,ModelUN,Cello,Nada,ChocChip,Olives,Coffee,NA,Fall,7.0,4,5.5,9.0,MD,A,B
Right,Cyan,12,Parkour,Track,Debate,Euphonium,Soda,DoubleChoc,Olives,LemonLime,CreamSicle,Spring,7.0,3,6.0,10.5,LG,A,B
Right,Black,11,Equestrian,Badminton,Math,Drums,Tea,Butter,Onions,Water,Sherbert,Spring,7.0,4,4.8,6.5,SM,A,B
Right,Cyan,11,CheerLdng,Wrestling,Math,Euphonium,Tea,Crumpets,Olives,Milk,MintChip,Summer,7.0,3,5.0,9.0,MD,A,B
Right,Black,13,Rugby,Golf,Robotics,Tuba,Smoothie,ChocChip,Olives,FruitJuice,MintChip,Summer,7.0,3,5.5,7.0,SM,A,B
Right,Cyan,11,CheerLdng,Pool,Math,Trumpet,Coffee,ChocKrinkle,Peppers,Tea,MintChip,Summer,7.0,4,5.2,7.0,SM,A,B
Right,Black,12,DodgeBall,RockClimbing,Chess,Drums,Tea,Crumpets,Olives,Cola,MintChip,Fall,7.0,3,5.5,9.0,MD,B,B
Right,Blue,12,Tennis,Golf,Computer,Cello,Tea,DoubleChoc,Mushrooms,Cola,MintChip,Fall,7.0,3,5.0,8.5,MD,A,B
Right,Cyan,12,Fencing,Wrestling,Math,Drums,Tea,Crumpets,Olives,LemonLime,Sherbert,Summer,7.5,3,6.0,11.0,MD,A,B
Right,Gray,11,DodgeBall,Pool,Math,Drums,Coffee,ChocKrinkle,Olives,Water,Sherbert,Fall,7.0,4,5.0,7.0,SM,B,B
Right,Black,11,Tennis,Wrestling,Math,Trumpet,Tea,DoubleChoc,Onions,LemonLime,MintChip,Fall,7.0,3,5.8,9.5,MD,B,B
Right,Blue,13,Cricket,Golf,Computer,Trumpet,Tea,Crumpets,Mushrooms,Cola,MintChip,Summer,7.0,3,5.5,9.0,MD,A,B
Right,Black,12,AmFtBall,none,Math,Violin,Coffee,ChocKrinkle,Peppers,Water,Chocolate,Autumn,6.5,3,4.8,6.0,SM,A,B
Right,Black,12,Cricket,Wrestling,Chess,Drums,Water,Oatmeal,Peppers,FruitJuice,Ripple,Winter,7.0,4,5.2,7.0,SM,A,B
Right,Black,11,DodgeBall,Golf,Math,Drums,Soda,Oatmeal,Sausage,Tea,Ripple,Winter,6.0,4,5.5,9.0,MD,A,B
Right,Blue,12,Cricket,Golf,Chess,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,7.5,3,5.8,10.5,LG,A,B
Right,Magenta,12,Parkour,Badminton,Photography,Piano,PruneJuice,PeanutButter,Peppers,Tea,Sherbert,Autumn,6.5,4,5.0,7.0,SM,A,B
Right,Black,13,Equestrian,Pool,ModelUN,Cello,Coffee,ChocKrinkle,Olives,Water,MintChip,Spring,6.0,3,5.0,8.5,MD,A,B
Right,Red,12,AmFtBall,none,Math,Violin,Coffee,ChocKrinkle,Bacon,Water,NA,Winter,7.0,4,6.2,9.5,XL,A,B
Right,Black,11,Cricket,Golf,Computer,Cello,Tea,DoubleChoc,Mushrooms,Cola,MintChip,Fall,6.5,4,5.2,8.0,SM,A,B
Right,Black,12,DodgeBall,Pool,Chess,Drums,Water,Oatmeal,Sausage,Cola,Ripple,Spring,7.5,4,5.5,8.0,SM,A,B
Right,Cyan,12,Fencing,Track,Debate,Euphonium,Smoothie,DoubleChoc,Peppers,MilkShake,CreamSicle,Spring,7.0,4,5.2,9.0,MD,A,B
Right,White,13,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Olives,Milk,Vanilla,Summer,7.0,4,5.5,8.5,MD,A,B
Right,Black,11,Parkour,Golf,Math,Trumpet,OJ,Butter,Pineapples,LemonLime,NA,Summer,7.5,4,5.8,9.5,MD,A,B
Right,Red,12,Equestrian,none,Robotics,Violin,Nada,ChocKrinkle,Bacon,Water,Chocolate,Fall,6.5,4,6.0,9.5,XL,A,B
Left,Black,12,Soccer,Golf,Math,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,7.5,4,4.8,5.5,SM,A,B
